,arg1,arg2,verb,sentence,verb_idx,label,new_sentences,new_ind
430,tornado,,rip, The tornado ripped along the coast .,2,1,tornado has propertyscary tornado is at locationoklahoma tornado is used fordestroy rip desires eat. rip is at location seam. rip is used for remove clothe.  The tornado ripped along the coast .,34
431,candidate,,rip, The candidate ripped into his opponent mercilessly .,2,1,candidate has propertyelect candidate is at locationconference candidate is used forelect rip desires eat. rip is at location seam. rip is used for remove clothe.  The candidate ripped into his opponent mercilessly .,35
432,plant,,root, this plant roots quickly .,2,0,plant has propertygreen plant is at locationgarden plant is used forgrow food root desires water. root is at location root of tree. root is used for grow plant.  this plant roots quickly .,35
433,problem,,root, The problem roots in her depression .,2,1,problem has propertybad problem is at locationoffice problem is used forsolve root desires water. root is at location root of tree. root is used for grow plant.  The problem roots in her depression .,36
434,pig,,root, the pig was rooting for truffles .,3,0,pig has propertyvery smart pig is at locationfarm pig is used foreat root desires water. root is at location root of tree. root is used for grow plant.  the pig was rooting for truffles .,38
435,soprano,,rotate, We rotate the lead soprano every night .,1,1,soprano has propertysing soprano is at locationchoir soprano is used forsing rotate desires be use. rotate is at location music store. rotate is used for rotate.  We rotate the lead soprano every night .,35
436,intern,,rotate, Interns have to rotate for a few months .,3,1,intern has propertybore intern is at locationoffice intern is used forwork rotate desires be use. rotate is at location music store. rotate is used for rotate.  Interns have to rotate for a few months .,38
437,crop,,rotate, We rotate the crops so as to maximize the use of the soil .,1,1,crop has propertygreen crop is at locationfield crop is used forgrow food rotate desires be use. rotate is at location music store. rotate is used for rotate.  We rotate the crops so as to maximize the use of the soil .,42
438,composure,,ruffle, She wanted to ruffle his composure .,3,1,composure has propertybad composure is at locationdinner composure is used forcontrol anger ruffle desires your hair. ruffle is at location skirt. ruffle is used for keep your hair out of eye.  She wanted to ruffle his composure .,41
439,people,,ruffle, This play is going to ruffle some people .,5,1,people has propertyselfish people is at locationbus stop people is used forwork ruffle desires your hair. ruffle is at location skirt. ruffle is used for keep your hair out of eye.  This play is going to ruffle some people .,45
440,feather,,ruffle, The bird ruffled its feathers .,2,0,feather has propertysoft feather is at locationbird nest feather is used fordecoration ruffle desires your hair. ruffle is at location skirt. ruffle is used for keep your hair out of eye.  The bird ruffled its feathers .,39
441,surface,,ruffle, The wind ruffled the surface of the water .,2,0,surface has propertyflat surface is at locationocean surface is used forhold thing together ruffle desires your hair. ruffle is at location skirt. ruffle is used for keep your hair out of eye.  The wind ruffled the surface of the water .,43
442,fabric,,ruffle, The seamstress ruffled the curtain fabric .,2,0,fabric has propertyweave fabric is at locationsew room fabric is used formake curtain ruffle desires your hair. ruffle is at location skirt. ruffle is used for keep your hair out of eye.  The seamstress ruffled the curtain fabric .,41
443,car,,ruin, You have ruined my car by pouring sugar in the tank !,2,0,car has propertydangerous car is at locationin garage car is used fortravel ruin desires win. ruin is at location forest. ruin is used for recycle.  You have ruined my car by pouring sugar in the tank !,39
444,chance,,ruin, This behavior will ruin your chances of winning the election .,3,1,chance has propertyunpredictable chance is at locationfuture chance is used forwin ruin desires win. ruin is at location forest. ruin is used for recycle.  This behavior will ruin your chances of winning the election .,38
445,field,,salt, the rebels had salted the fields with mines and traps .,3,1,field has propertygreen field is at locationcountryside field is used forgrow food salt desires salt. salt is at location ocean. salt is used for flavor food.  the rebels had salted the fields with mines and traps .,40
446,lecture,,salt, She salts her lectures with jokes .,1,1,lecture has propertybore lecture is at locationschool lecture is used forlearn salt desires salt. salt is at location ocean. salt is used for flavor food.  She salts her lectures with jokes .,33
447,meat,,salt, people used to salt meats on ships .,3,0,meat has propertygood meat is at locationrefrigerator meat is used forcook salt desires salt. salt is at location ocean. salt is used for flavor food.  people used to salt meats on ships .,36
448,courage,,salute, I salute your courage !,1,1,courage has propertyimportant courage is at locationchurch courage is used forfight injustice salute desires person to salute. salute is at location post office. salute is used for honor.  I salute your courage !,34
449,stench,,salute, a terrible stench saluted our nostrils .,3,1,stench has propertyunpleasant stench is at locationsewer stench is used forkill salute desires person to salute. salute is at location post office. salute is used for honor.  a terrible stench saluted our nostrils .,37
450,soldier,,salute," When the officers show up , the soldiers have to salute .",10,0,"soldier has propertydangerous soldier is at locationmilitary base soldier is used forfight salute desires person to salute. salute is at location post office. salute is used for honor.  When the officers show up , the soldiers have to salute .",50
451,X-ray,,scan, the surgeon scanned the X - ray .,2,0,X-ray has propertyharmful to eye X-ray is at locationairport X-ray is used forsee inside person scan desires win. scan is at location computer. scan is used for find something out.  the surgeon scanned the X - ray .,40
452,headline,,scan, She scanned the newspaper headlines while waiting for the taxi .,1,1,headline has propertyread by person headline is at locationnewspaper headline is used forread scan desires win. scan is at location computer. scan is used for find something out.  She scanned the newspaper headlines while waiting for the taxi .,40
453,sky,,scan, The beams scanned the night sky .,2,1,sky has propertyblack at night sky is at locationsky sky is used forfly scan desires win. scan is at location computer. scan is used for find something out.  The beams scanned the night sky .,37
454,heat,,scorch, The heat scorched the countryside .,2,1,heat has propertyhot heat is at locationoven heat is used forcook scorch desires eat human flesh. scorch is at location fire. scorch is used for cook.  The heat scorched the countryside .,34
455,forest,,scorch, The wildfire scorched the forest and several homes .,2,0,forest has propertygreen forest is at locationcountryside forest is used forshelter scorch desires eat human flesh. scorch is at location fire. scorch is used for cook.  The wildfire scorched the forest and several homes .,37
456,cat,,scrape, The cat scraped at the armchair .,2,0,cat has propertycurious about flower cat is at locationyour lap cat is used forpet scrape desires scratch. scrape is at location table. scrape is used for remove dirt.  The cat scraped at the armchair .,37
457,letter,,scrape, They scraped a letter into the stone .,1,0,letter has propertywrite on paper letter is at locationmail box letter is used forcommunication scrape desires scratch. scrape is at location table. scrape is used for remove dirt.  They scraped a letter into the stone .,37
458,money,,scrape, She had scraped together enough money for college .,2,1,money has propertygood money is at locationbank money is used forbuy thing scrape desires scratch. scrape is at location table. scrape is used for remove dirt.  She had scraped together enough money for college .,37
459,money,,seize, The sales clerk quickly seized the money on the counter .,4,0,money has propertygood money is at locationbank money is used forbuy thing seize desires win. seize is at location desk. seize is used for hurt someone.  The sales clerk quickly seized the money on the counter .,41
460,invader,,seize, the invaders seized the land and property of the inhabitants .,2,0,invader has propertyevil invader is at locationwar invader is used forinvade seize desires win. seize is at location desk. seize is used for hurt someone.  the invaders seized the land and property of the inhabitants .,38
461,fear,,seize, Fear seized the prisoners .,1,1,fear has propertybad fear is at locationwar fear is used forfear seize desires win. seize is at location desk. seize is used for hurt someone.  Fear seized the prisoners .,31
462,book,,sell, These books sell like hot cakes .,2,0,book has propertyheavy book is at locationlibrary book is used forlearn sell desires sell product. sell is at location market. sell is used for buy thing.  These books sell like hot cakes .,35
463,image,,sell, The French try to sell us their image as great lovers .,4,1,image has propertyreflective image is at locationmovie image is used fordescribe thing sell desires sell product. sell is at location market. sell is used for buy thing.  The French try to sell us their image as great lovers .,43
464,shoe,,sell, The brothers sell shoes .,2,0,shoe has propertyugly shoe is at locationcloset shoe is used forprotect foot from injury sell desires sell product. sell is at location market. sell is used for buy thing.  The brothers sell shoes .,36
465,hope,,shake, The bad news shook her hopes .,3,1,hope has propertytrue hope is at locationdream hope is used forhope shake desires drink. shake is at location restaurant. shake is used for greet person.  The bad news shook her hopes .,35
466,salt,,shake, Shake the salt out of the salt shaker .,0,0,salt has propertywhite salt is at locationocean salt is used forflavor food shake desires drink. shake is at location restaurant. shake is used for greet person.  Shake the salt out of the salt shaker .,35
467,argument,,sharpen, We had to sharpen our arguments .,3,1,argument has propertybad argument is at locationargument argument is used forargument sharpen desires write. sharpen is at location desk. sharpen is used for sharpen.  We had to sharpen our arguments .,34
468,debate,,sharpen, The debate sharpened .,2,1,debate has propertyimportant debate is at locationdebate debate is used fordebate sharpen desires write. sharpen is at location desk. sharpen is used for sharpen.  The debate sharpened .,30
469,vision,,sharpen, This drug will sharpen your vision .,3,1,vision has propertyvery important vision is at locationbook vision is used forsee sharpen desires write. sharpen is at location desk. sharpen is used for sharpen.  This drug will sharpen your vision .,35
470,image,,shed, He shed his image as a pushy boss .,1,1,image has propertyreflective image is at locationmovie image is used fordescribe thing shed desires clean air. shed is at location backyard. shed is used for store tool.  He shed his image as a pushy boss .,37
471,tear,,shed, She shed a lot of tears when this happened .,1,0,tear has propertymessy tear is at locationyour eye tear is used forcry shed desires clean air. shed is at location backyard. shed is used for store tool.  She shed a lot of tears when this happened .,38
472,dog,,shed, Our dog sheds every Spring .,2,0,dog has propertyloyal dog is at locationyour house dog is used forprotect person shed desires clean air. shed is at location backyard. shed is used for store tool.  Our dog sheds every Spring .,36
473,career,,shipwreck, You have shipwrecked my career .,2,1,career has propertyimportant career is at locationuniversity career is used forget job shipwreck desires life. shipwreck is at location sea. shipwreck is used for ship.  You have shipwrecked my career .,33
474,vessel,,shipwreck, The vessel was shipwrecked .,3,0,vessel has propertybig vessel is at locationocean vessel is used forship shipwreck desires life. shipwreck is at location sea. shipwreck is used for ship.  The vessel was shipwrecked .,32
475,praise,,shower, He was showered with praise .,2,1,praise has propertygood praise is at locationchurch praise is used formake person feel good shower desires be clean. shower is at location bathroom. shower is used for wash.  He was showered with praise .,36
476,meteor,,shower, Meteors showered down over half of Australia .,1,0,meteor has propertyvery large meteor is at locationspace meteor is used fortravel between solar system shower desires be clean. shower is at location bathroom. shower is used for wash.  Meteors showered down over half of Australia .,38
477,present,,shower, He showered her with presents .,1,1,present has propertyfun present is at locationbox present is used forgive to someone shower desires be clean. shower is at location bathroom. shower is used for wash.  He showered her with presents .,34
478,soldier,,sift, The soldiers sifted through the woods .,2,1,soldier has propertydangerous soldier is at locationmilitary base soldier is used forfight sift desires open bottle of wine. sift is at location table. sift is used for remove dirt.  The soldiers sifted through the woods .,38
479,information,,sift, He sifted the information .,1,1,information has propertyuseful information is at locationnewspaper information is used forlearn sift desires open bottle of wine. sift is at location table. sift is used for remove dirt.  He sifted the information .,34
480,candidate,,sift, They sifted through the job candidates .,1,1,candidate has propertyelect candidate is at locationconference candidate is used forelect sift desires open bottle of wine. sift is at location table. sift is used for remove dirt.  They sifted through the job candidates .,36
481,nightingale,,sing, The nightingale was singing .,3,0,nightingale has propertyvery smart nightingale is at locationzoo nightingale is used forsing sing desires make music. sing is at location opera. sing is used for entertainment.  The nightingale was singing .,34
482,kettle,,sing, the kettle was singing .,3,1,kettle has propertyhot kettle is at locationstove kettle is used forboil water sing desires make music. sing is at location opera. sing is used for entertainment.  the kettle was singing .,34
483,court,,sit, When does the court of law sit ?,6,1,court has propertyimportant court is at locationcity court is used forjudge sit desires be entertain. sit is at location table. sit is used for relaxation.  When does the court of law sit ?,39
484,house,,sit, The White House sits on Pennsylvania Avenue .,3,1,house has propertybuild house is at locationtown house is used forlive in sit desires be entertain. sit is at location table. sit is used for relaxation.  The White House sits on Pennsylvania Avenue .,37
485,car,,smash, She smashed her car against the guard rail .,1,0,car has propertydangerous car is at locationin garage car is used fortravel smash desires win. smash is at location wall. smash is used for make music.  She smashed her car against the guard rail .,36
486,motorcycle,,smash, The motorcycle smashed into the guard rail .,2,0,motorcycle has propertyfun motorcycle is at locationgarage motorcycle is used fortravel smash desires win. smash is at location wall. smash is used for make music.  The motorcycle smashed into the guard rail .,35
487,ring,,smash, The police smashed the drug ring after they were tipped off .,2,1,ring has propertyround ring is at locationring ring is used fordecoration smash desires win. smash is at location wall. smash is used for make music.  The police smashed the drug ring after they were tipped off .,39
488,meat,,smother, smother the meat in gravy .,0,0,meat has propertygood meat is at locationrefrigerator meat is used forcook smother desires be free. smother is at location bed. smother is used for suffocate.  smother the meat in gravy .,31
489,cream,,smother, the butter cream smothered the cake .,3,1,cream has propertysweet cream is at locationfridge cream is used formake cream smother desires be free. smother is at location bed. smother is used for suffocate.  the butter cream smothered the cake .,36
490,disapproval,,snort, she snorted her disapproval of the proposed bridegroom .,1,1,disapproval has propertybad disapproval is at locationchurch disapproval is used formake someone feel bad snort desires snort. snort is at location comedy routine. snort is used for make joke.  she snorted her disapproval of the proposed bridegroom .,39
491,critic,,snort, The critic snorted contemptuously .,2,1,critic has propertygood critic is at locationshow critic is used forportray something snort desires snort. snort is at location comedy routine. snort is used for make joke.  The critic snorted contemptuously .,34
492,cocaine,,snort, The addict was snorting cocaine almost every day .,3,0,cocaine has propertyillegal cocaine is at locationdrug store cocaine is used forpleasure snort desires snort. snort is at location comedy routine. snort is used for make joke.  The addict was snorting cocaine almost every day .,39
493,seed,,sow, She sowed sunflower seeds .,1,0,seed has propertygreen seed is at locationseed pod seed is used forseed sow desires flower. sow is at location field. sow is used for produce milk.  She sowed sunflower seeds .,32
494,suspicion,,sow, sow suspicion or beliefs .,0,1,suspicion has propertyfalse suspicion is at locationchurch suspicion is used forlie sow desires flower. sow is at location field. sow is used for produce milk.  sow suspicion or beliefs .,30
495,ground,,sow, sow the ground with sunflower seeds .,0,0,ground has propertyflat ground is at locationgrind ground is used forstand on sow desires flower. sow is at location field. sow is used for produce milk.  sow the ground with sunflower seeds .,33
496,word,,spell, How do you spell this word ?,3,0,word has propertybad word is at locationsentence word is used forinsult spell desires create. spell is at location spell book. spell is used for make spell.  How do you spell this word ?,36
497,trouble,,spell, I 'm afraid this spells trouble !,4,1,trouble has propertybad trouble is at locationjail trouble is used forget job spell desires create. spell is at location spell book. spell is used for make spell.  I 'm afraid this spells trouble !,38
498,husband,,spell, She spelled her husband at the wheel .,1,1,husband has propertymale husband is at locationbed husband is used forwife spell desires create. spell is at location spell book. spell is used for make spell.  She spelled her husband at the wheel .,35
499,worker,,spell, the workers spell every four hours .,2,1,worker has propertylazy worker is at locationwork worker is used forwork spell desires create. spell is at location spell book. spell is used for make spell.  the workers spell every four hours .,35
500,water,,splash, She splashed the water around her .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash splash desires swim in ocean. splash is at location waterfall. splash is used for swim.  She splashed the water around her .,37
501,water,,splash, She splashed the water around her .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash splash desires swim in ocean. splash is at location waterfall. splash is used for swim.  She splashed the water around her .,37
502,mountain,,splash, The mountain was splashed with snow .,3,1,mountain has propertyvery tall mountain is at locationmountain mountain is used forclimb splash desires swim in ocean. splash is at location waterfall. splash is used for swim.  The mountain was splashed with snow .,37
503,tablecloth,,spot, The wine spotted the tablecloth .,2,0,tablecloth has propertywhite tablecloth is at locationtable tablecloth is used forcover table spot desires play. spot is at location map. spot is used for hold thing together.  The wine spotted the tablecloth .,35
504,dress,,spot, This dress spots quickly .,2,0,dress has propertysexy dress is at locationsuitcase dress is used fordress spot desires play. spot is at location map. spot is used for hold thing together.  This dress spots quickly .,33
505,area,,spot, spot the areas that one should clearly identify .,0,0,area has propertyflat area is at locationcity area is used forstore thing spot desires play. spot is at location map. spot is used for hold thing together.  spot the areas that one should clearly identify .,36
506,water,,spray, Water sprayed all over the floor .,1,0,water has propertynecessary for life water is at locationice cube water is used forwash spray desires spray. spray is at location waterfall. spray is used for spray.  Water sprayed all over the floor .,35
507,water,,spray, spray water on someone .,0,0,water has propertynecessary for life water is at locationice cube water is used forwash spray desires spray. spray is at location waterfall. spray is used for spray.  spray water on someone .,32
508,wall,,spray, spray the wall with paint .,0,0,wall has propertyvertical wall is at locationwall wall is used fordivide room spray desires spray. spray is at location waterfall. spray is used for spray.  spray the wall with paint .,31
509,language,,spread, The invaders spread their language all over the country .,2,1,language has propertycomplex language is at locationlanguage language is used forcommunicate spread desires be satisfy. spread is at location jar. spread is used for make sandwich.  The invaders spread their language all over the country .,38
510,cheese,,spread, spread cheese on a piece of bread .,0,0,cheese has propertygood cheese is at locationstore cheese is used foreat spread desires be satisfy. spread is at location jar. spread is used for make sandwich.  spread cheese on a piece of bread .,34
511,infection,,spread, the infection spread .,2,0,infection has propertybad infection is at locationhospital infection is used forkill bacteria spread desires be satisfy. spread is at location jar. spread is used for make sandwich.  the infection spread .,33
512,oil,,spread, A big oil spot spread across the water .,4,0,oil has propertyflammable oil is at locationkitchen oil is used formake car spread desires be satisfy. spread is at location jar. spread is used for make sandwich.  A big oil spot spread across the water .,40
513,wood,,square, square the wood with a file .,0,0,wood has propertyhard wood is at locationbuild wood is used forbuild square desires be open. square is at location geometry. square is used for geometry.  square the wood with a file .,32
514,shoulder,,square, He squared his shoulders .,1,1,shoulder has propertyshort shoulder is at locationshoulder shoulder is used forhold thing square desires be open. square is at location geometry. square is used for geometry.  He squared his shoulders .,32
515,idea,,square, one idea squares with the other one .,2,1,idea has propertyimportant idea is at locationchurch idea is used forunderstand square desires be open. square is at location geometry. square is used for geometry.  one idea squares with the other one .,35
516,man,,stagger, The drunken man staggered into the room .,3,0,man has propertymale man is at locationoffice man is used forlove stagger desires rest. stagger is at location street. stagger is used for get somewhere.  The drunken man staggered into the room .,36
517,chair,,stagger, The architect decided to stagger the chairs in the lecture hall .,4,0,chair has propertyuncomfortable chair is at locationin room chair is used forsit on stagger desires rest. stagger is at location street. stagger is used for get somewhere.  The architect decided to stagger the chairs in the lecture hall .,43
518,bill,,stagger, She was staggered with bills after she tried to rebuild her house following the earthquake .,2,1,bill has propertydue bill is at locationmail bill is used forpay bill stagger desires rest. stagger is at location street. stagger is used for get somewhere.  She was staggered with bills after she tried to rebuild her house following the earthquake .,44
519,industry,,stagnate, Industry will stagnate if we do not stimulate our economy .,2,1,industry has propertycompetitive industry is at locationcity industry is used formake money stagnate desires eat plant. stagnate is at location arctic. stagnate is used for kill person.  Industry will stagnate if we do not stimulate our economy .,40
520,water,,stagnate, There are marshes that stagnate the waters .,4,0,water has propertynecessary for life water is at locationice cube water is used forwash stagnate desires eat plant. stagnate is at location arctic. stagnate is used for kill person.  There are marshes that stagnate the waters .,41
521,blood,,stagnate, blood stagnates in the capillaries .,1,0,blood has propertyred blood is at locationvein blood is used forkill stagnate desires eat plant. stagnate is at location arctic. stagnate is used for kill person.  blood stagnates in the capillaries .,33
522,name,,stamp, a man whose name is permanently stamped on our maps .,6,1,name has propertyimportant name is at locationphone book name is used foridentify person stamp desires stamp. stamp is at location desk. stamp is used for mail letter.  a man whose name is permanently stamped on our maps .,44
523,letter,,stamp, Are the letters properly stamped ?,4,0,letter has propertywrite on paper letter is at locationmail box letter is used forcommunication stamp desires stamp. stamp is at location desk. stamp is used for mail letter.  Are the letters properly stamped ?,38
524,animal,,stampede, Thunderbolts can stampede animals .,2,0,animal has propertycurious animal is at locationzoo animal is used foreat stampede desires run. stampede is at location parade. stampede is used for escape from fire.  Thunderbolts can stampede animals .,33
525,company,,stampede, Companies will now stampede to release their latest software .,3,1,company has propertycorrupt company is at locationcity company is used formake money stampede desires run. stampede is at location parade. stampede is used for escape from fire.  Companies will now stampede to release their latest software .,40
526,ship,,steam, The ship steamed off into the Pacific .,2,0,ship has propertynoisy ship is at locationocean ship is used fortravel steam desires steam. steam is at location steam room. steam is used for steam food.  The ship steamed off into the Pacific .,36
527,indifference,,steam, her indifference to his amorous advances really steamed the young man .,7,1,indifference has propertybad indifference is at locationchurch indifference is used formake person feel bad steam desires steam. steam is at location steam room. steam is used for steam food.  her indifference to his amorous advances really steamed the young man .,48
528,vegetable,,steam, just steam the vegetables .,1,0,vegetable has propertygreen vegetable is at locationgarden vegetable is used forcook steam desires steam. steam is at location steam room. steam is used for steam food.  just steam the vegetables .,32
529,bill,,steamroller, The Senator steamrollered the bill to defeat .,2,1,bill has propertydue bill is at locationmail bill is used forpay bill steamroller desires race. steamroller is at location street. steamroller is used for move fast.  The Senator steamrollered the bill to defeat .,36
530,teacher,,steamroller, The new teacher tends to steamroller .,5,1,teacher has propertyimportant teacher is at locationclassroom teacher is used forteach steamroller desires race. steamroller is at location street. steamroller is used for move fast.  The new teacher tends to steamroller .,37
531,road,,steamroller, steamroller the road .,0,0,road has propertyconfuse road is at locationcountry road is used fordrive steamroller desires race. steamroller is at location street. steamroller is used for move fast.  steamroller the road .,29
532,opposition,,steamroller, steamroller the opposition .,0,1,opposition has propertybad opposition is at locationgovernment opposition is used forchange steamroller desires race. steamroller is at location street. steamroller is used for move fast.  steamroller the opposition .,29
533,mane,,stream, their manes streamed like stiff black pennants in the wind .,2,1,mane has propertycurly mane is at locationhorse mane is used forkeep horse from bite you stream desires swim. stream is at location river. stream is used for swim.  their manes streamed like stiff black pennants in the wind .,41
534,sweat,,stream, She was streaming with sweat .,2,1,sweat has propertyslippery sweat is at locationyour finger sweat is used forrun stream desires swim. stream is at location river. stream is used for swim.  She was streaming with sweat .,33
535,tear,,stream, Tears streamed down her face .,1,0,tear has propertymessy tear is at locationyour eye tear is used forcry stream desires swim. stream is at location river. stream is used for swim.  Tears streamed down her face .,32
536,nose,,stuff, My nose is all stuffed .,4,0,nose has propertyvery sensitive nose is at locationface nose is used forsmell stuff desires be read. stuff is at location desk. stuff is used for store thing.  My nose is all stuffed .,37
537,dinner,,stuff, She stuffed herself at the dinner .,1,1,dinner has propertyserve cold dinner is at locationtable dinner is used foreat stuff desires be read. stuff is at location desk. stuff is used for store thing.  She stuffed herself at the dinner .,35
538,pillow,,stuff, stuff a pillow with feathers .,0,0,pillow has propertysoft pillow is at locationbedroom pillow is used forsleep stuff desires be read. stuff is at location desk. stuff is used for store thing.  stuff a pillow with feathers .,32
539,turkey,,stuff, Have you stuffed the turkey yet ?,2,0,turkey has propertydelicious turkey is at locationsupermarket turkey is used foreat stuff desires be read. stuff is at location desk. stuff is used for store thing.  Have you stuffed the turkey yet ?,35
540,poison,,suck, suck the poison from the place where the snake bit .,0,0,poison has propertyfatal poison is at locationlaboratory poison is used forkill suck desires eat. suck is at location jar. suck is used for enjoyment.  suck the poison from the place where the snake bit .,35
541,worker,,suck, The current boom in the economy sucked many workers in from abroad .,6,1,worker has propertylazy worker is at locationwork worker is used forwork suck desires eat. suck is at location jar. suck is used for enjoyment.  The current boom in the economy sucked many workers in from abroad .,43
542,country,,swallow, The Nazis swallowed the Baltic countries .,2,1,country has propertydiverse country is at locationcountry country is used forlive in swallow desires water. swallow is at location your mouth. swallow is used for swallow.  The Nazis swallowed the Baltic countries .,35
543,wave,,swallow, The huge waves swallowed the small boat and it sank shortly thereafter .,3,1,wave has propertyvery loud wave is at locationocean wave is used formove water swallow desires water. swallow is at location your mouth. swallow is used for swallow.  The huge waves swallowed the small boat and it sank shortly thereafter .,43
544,word,,swallow, She swallowed the last words of her speech .,1,1,word has propertybad word is at locationsentence word is used forinsult swallow desires water. swallow is at location your mouth. swallow is used for swallow.  She swallowed the last words of her speech .,35
545,word,,swallow, He swallowed his words .,1,1,word has propertybad word is at locationsentence word is used forinsult swallow desires water. swallow is at location your mouth. swallow is used for swallow.  He swallowed his words .,31
546,anger,,swallow, I swallowed my anger and kept quiet .,1,1,anger has propertybad anger is at locationwar anger is used forhurt swallow desires water. swallow is at location your mouth. swallow is used for swallow.  I swallowed my anger and kept quiet .,34
547,story,,swallow, Am I supposed to swallow that story ?,4,1,story has propertyinaccurate story is at locationnewspaper story is used forentertainment swallow desires water. swallow is at location your mouth. swallow is used for swallow.  Am I supposed to swallow that story ?,37
548,music,,swell, The music swelled to a crescendo .,2,1,music has propertyfun music is at locationradio music is used forentertainment swell desires swim in ocean. swell is at location ocean. swell is used for move air.  The music swelled to a crescendo .,36
549,mother,,swell, The mother was swelling with importance when she spoke of her son .,3,1,mother has propertyfemale mother is at locationhouse mother is used forlove swell desires swim in ocean. swell is at location ocean. swell is used for move air.  The mother was swelling with importance when she spoke of her son .,43
550,belly,,swell, The bellies of the starving children are swelling .,7,0,belly has propertyround belly is at locationyour stomach belly is used forhold food swell desires swim in ocean. swell is at location ocean. swell is used for move air.  The bellies of the starving children are swelling .,45
551,wood,,swell, The water swells the wood .,2,0,wood has propertyhard wood is at locationbuild wood is used forbuild swell desires swim in ocean. swell is at location ocean. swell is used for move air.  The water swells the wood .,35
552,brain,,swim, my brain is swimming after the bottle of champagne .,3,1,brain has propertycomplex brain is at locationbrain brain is used forthink swim desires swim. swim is at location swim pool. swim is used for exercise.  my brain is swimming after the bottle of champagne .,38
553,meat,,swim, the meat was swimming in a fatty gravy .,3,1,meat has propertygood meat is at locationrefrigerator meat is used forcook swim desires swim. swim is at location swim pool. swim is used for exercise.  the meat was swimming in a fatty gravy .,37
554,snake,,swim, this snake swims through the soil where it lives .,2,0,snake has propertydangerous snake is at locationforest snake is used forkill swim desires swim. swim is at location swim pool. swim is used for exercise.  this snake swims through the soil where it lives .,37
555,notice,,tack, tack the notice on the board .,0,0,notice has propertysharp notice is at locationdesk notice is used foropen door tack desires win race. tack is at location desk. tack is used for hold paper together.  tack the notice on the board .,35
556,boat,,tack, The sailors decided to tack the boat .,4,0,boat has propertyfun boat is at locationwater boat is used fortravel tack desires win race. tack is at location desk. tack is used for hold paper together.  The sailors decided to tack the boat .,39
557,verse,,tack, He tacked together some verses .,1,1,verse has propertysymbolic verse is at locationpoetry book verse is used forentertainment tack desires win race. tack is at location desk. tack is used for hold paper together.  He tacked together some verses .,35
558,action,,talk, Actions talk louder than words .,1,1,action has propertyimportant action is at locationmovie action is used formake money talk desires person to understand. talk is at location conference. talk is used for communicate.  Actions talk louder than words .,34
559,baby,,talk, The baby talks already .,2,0,baby has propertyvery young baby is at locationcrib baby is used forgive birth talk desires person to understand. talk is at location conference. talk is used for communicate.  The baby talks already .,35
560,garlic,,taste, Can you taste the garlic ?,2,0,garlic has propertyspicy garlic is at locationkitchen garlic is used formake sauce taste desires eat. taste is at location your mouth. taste is used for satisfy your hunger.  Can you taste the garlic ?,36
561,wine,,taste, We tasted wines last night .,1,0,wine has propertyserve cold wine is at locationwinery wine is used fordrink taste desires eat. taste is at location your mouth. taste is used for satisfy your hunger.  We tasted wines last night .,35
562,freedom,,taste, The ex - slave tasted freedom shortly before she died .,4,1,freedom has propertyimportant freedom is at locationdemocracy freedom is used forfreedom taste desires eat. taste is at location your mouth. taste is used for satisfy your hunger.  The ex - slave tasted freedom shortly before she died .,42
563,state,,tax, The State taxes alcohol heavily .,2,0,state has propertyvery large state is at locationcountry state is used forlive in tax desires increase. tax is at location bank. tax is used for pay tax.  The State taxes alcohol heavily .,35
564,patience,,tax, You are taxing my patience .,2,1,patience has propertyimportant patience is at locationchurch patience is used forlearn tax desires increase. tax is at location bank. tax is used for pay tax.  You are taxing my patience .,33
565,failure,,tax, They taxed him failure to appear in court .,1,1,failure has propertybad failure is at locationfail of test failure is used forget revenge tax desires increase. tax is at location bank. tax is used for pay tax.  They taxed him failure to appear in court .,38
566,muscle,,tense, the bodybuilder 's neck muscles tensed .,5,0,muscle has propertystrong muscle is at locationbody muscle is used forlift tense desires be let out. tense is at location airport. tense is used for be nervous.  the bodybuilder 's neck muscles tensed .,39
567,bus,,thunder, The bus thundered down the road .,2,1,bus has propertynoisy bus is at locationcity bus is used fortravel thunder desires thunder. thunder is at location sky. thunder is used for make noise.  The bus thundered down the road .,34
568,river,,thunder, The river thundered below .,2,1,river has propertyvery deep river is at locationriver river is used fortravel thunder desires thunder. thunder is at location sky. thunder is used for make noise.  The river thundered below .,33
569,victim,,tie, They tied their victim to the chair .,1,0,victim has propertyguilty of crime victim is at locationcrime scene victim is used forjustice tie desires be tie. tie is at location closet. tie is used for hold two object together.  They tied their victim to the chair .,40
570,jet,,tie, These big jets are tied to large airports .,4,1,jet has propertyfly jet is at locationairport jet is used fortravel tie desires be tie. tie is at location closet. tie is used for hold two object together.  These big jets are tied to large airports .,41
571,fly,,tie, The fishermen tied their flies .,2,0,fly has propertyfun fly is at locationin airplane fly is used forfly tie desires be tie. tie is at location closet. tie is used for hold two object together.  The fishermen tied their flies .,37
572,dinner,,top, They topped off their dinner with a cognac .,1,1,dinner has propertyserve cold dinner is at locationtable dinner is used foreat top desires be clean. top is at location window. top is used for hold thing.  They topped off their dinner with a cognac .,37
